u,LL0_Kp_Sdown,LL1_Kp_Sdown,LLm2_Kp_Sdown,LL2_Kp_Sdown,LL0_Km_Sdown,LL1_Km_Sdown,LLm2_Km_Sdown,LL2_Km_Sdown,LL0_Kp_Sup,LL1_Kp_Sup,LLm2_Kp_Sup,LL2_Kp_Sup,LL0_Km_Sup,LL1_Km_Sup,LLm2_Km_Sup,LL2_Km_Sup
-20.0,-34.521435976928274,-20.93335643886743,-58.09294904143954,49.79850632886604,4.8196123981152565,9.946860968005751,-59.39707674043635,50.08138142382316,-33.01603597692829,-19.42795643886741,-56.58754904143951,51.30390632886604,6.325012398115254,11.452260968005726,-57.89167674043638,51.58678142382316
-19.0,-33.99613896915806,-20.4878249554511,-58.07757248724668,49.67327037111777,4.295575504756798,9.5038830401231,-59.24279907171715,50.03068880937887,-32.49073896915812,-18.982424955451098,-56.572172487246704,51.17867037111783,5.8009755047568,11.0092830401231,-57.73739907171714,51.53608880937886
-18.0,-33.47067085081905,-20.042159848919848,-58.06545543187813,49.55112014382464,3.765657246331683,9.054038720895925,-59.08608303634944,49.98557204509422,-31.95837121841258,-18.528688133980868,-56.56373530506337,51.05046289266554,5.276871828531748,10.566201069595866,-57.58595978021801,51.48839889327716
-17.0,-32.94506673389132,-19.596386989843463,-58.05666663946401,49.43224255540556,3.241274595326617,8.610649926679937,-58.93771814649554,49.94133410479922,-31.43276309721996,-18.08290139402645,-56.55511862209298,50.93167706393187,4.752570792743988,10.12289874604207,-57.43750702292059,51.44403587669577
-16.0,-32.41931263970701,-19.15049604955513,-58.05115153483073,49.31657393008211,2.716742392764826,8.167084022274882,-58.792381007270215,49.90031269774709,-30.90702522051817,-17.63701523075413,-56.54984673199567,50.81613143560166,4.228137012860032,9.679434302482246,-57.29201094627135,51.4028629832096
-15.0,-31.473723398479287,-18.28359030969536,-57.64048821531437,49.6112956284346,-9.277965749094486,1.7331724687439254,-60.62905579660733,47.1467642636768,-24.38929661786731,-8.43756161637772,-53.62524980087429,53.08816638250065,3.284886888617284,8.816153769712365,-57.55694419708706,50.95460481807319
-14.0,-30.947758146856117,-17.837535384683157,-57.64194730753494,49.50227346584448,-9.803070378981433,1.289030905932261,-60.50514462559492,47.12924111951291,-23.863097508732167,-7.991232946901317,-53.64625837244861,52.99897518530298,2.760171318890733,8.372340742084756,-57.41743134888777,50.9199569833069
-13.0,-24.429521964043,-8.637492051743804,-54.76329348632517,51.82054071341366,-10.740931807035222,0.4321229224975648,-60.79714864935596,46.70225049086623,-22.924121964043017,-7.132092051743791,-53.257893486325166,53.32594071341364,-9.235531807035215,1.937522922497571,-59.29174864935596,48.2076504908662
-12.0,-23.903005212101174,-8.19095875172211,-54.7910427424565,51.73815019020956,-11.266396611065296,-0.0124316454220692,-60.67953041988277,46.691294603693066,-22.39760521210116,-6.685558751722112,-53.28564274245647,53.2435501902096,-9.760996611065314,1.4929683545779209,-59.17413041988278,48.19669460369316
-11.0,-23.376522372017348,-7.744451315708546,-54.82224836516702,51.65910677224985,-11.791827429591644,-0.4569831427732836,-60.565033170752585,46.683717730236594,-21.87112237201739,-6.239051315708567,-53.31684836516701,53.16450677224984,-10.286427429591638,1.0484168572267176,-59.05963317075252,48.18911773023669
-10.0,-22.84999237484657,-7.297918919515646,-54.85687206289785,51.58345352773975,-12.317314787673824,-0.9016218674066344,-60.45370225831193,46.6794957738344,-21.34459237484657,-5.792518919515637,-53.35147206289787,53.08885352773975,-10.811914787673825,0.6037781325933637,-58.94830225831186,48.18489577383443
-9.0,-22.323405954658288,-6.851357491409951,-54.89490684221534,51.51120531926148,-12.842871626357766,-1.3463608357642105,-60.34556035473586,46.678633676338414,-20.81800595465831,-5.345957491409953,-53.38950684221531,53.01660531926149,-11.337471626357749,0.1590391642357903,-58.840160354735886,48.18403367633837
-8.0,-21.7967660826412,-6.404771221522316,-54.93635031263116,51.44237149915888,-13.36849708794012,-1.791199433099353,-60.24062580415806,46.681140632843125,-20.29136608264118,-4.899371221522321,-53.43095031263113,52.947771499159,-11.863097087940105,-0.2857994330993579,-58.73522580415804,48.18654063284305
-7.0,-21.270078606194907,-5.95816624122131,-54.98120049613039,51.37695944041792,-13.89418692736826,-2.2361336209669664,-60.13891543482163,46.68702620820991,-19.764678606194927,-4.452766241221312,-53.4758004961304,52.88235944041788,-12.38878692736826,-0.7307336209669704,-58.633515434821526,48.19242620820991
-6.0,-20.74335015765945,-5.511549207337618,-55.02945489581297,51.31497530993213,-14.419935865167876,-2.681158269733873,-60.0404451566594,46.69629946692588,-19.237950157659466,-4.006149207337606,-53.52405489581297,52.8203753099321,-12.914535865167856,-1.1757582697338678,-58.535045156659415,48.20169946692592
-5.0,-20.216587557754817,-5.064926911922089,-55.08111023716945,51.25642427908976,-14.945738251150452,-3.126267830025913,-59.94523011254763,46.70896872131717,-18.711187557754837,-3.559526911922088,-53.575710237169474,52.76182427908975,-13.440338251150422,-1.6208678300259072,-58.439830112547575,48.21436872131712
-4.0,-19.689797594171274,-4.618306192672642,-55.13616238159575,51.2013105941669,-15.471588296108498,-3.5714565273844405,-59.85328472057306,46.725041436473376,-18.18439759417129,-3.112906192672637,-53.63076238159573,52.70671059416692,-13.966188296108522,-2.06605652738444,-58.34788472057309,48.23044143647336
-3.0,-19.162986895584208,-4.1716958844499,-55.19460628826005,51.14963761101361,-15.99748018424613,-4.016716459131756,-59.764622690399456,46.74452417761995,-17.65758689558422,-2.6662958844498923,-53.68920628826005,52.65503761101366,-14.492080184246143,-2.5113164591317423,-58.25922269039942,48.24992417761999
-2.0,-18.636161814264465,-3.725093966854845,-55.25643598487332,51.10140782828484,-16.52340815684372,-4.4620504776388605,-59.67925704178833,46.76742256274466,-17.130761814264435,-2.219693966854836,-53.75103598487336,52.60680782828487,-15.018008156843717,-2.956650477638866,-58.17385704178834,48.27282256274464
-1.0,-18.10932835694416,-3.2785165862331804,-55.321644526788646,51.056622939299686,-17.049366516649357,-4.907443199680141,-59.59720014364889,46.79374119932255,-16.603928356944156,-1.7731165862331817,-53.81624452678873,52.56202293929968,-15.543966516649384,-3.4020431996801386,-58.09180014364887,48.29914119932253
0.0,-17.582616767886442,-2.831965049462833,-55.39022392066091,51.0152839288868,-17.575224919656605,-5.352894060293427,-59.518463800141454,46.823483578226345,-16.07721676788779,-1.3265650494631789,-53.88482392066096,52.52068392888675,-16.069824919655264,-3.8474940602930863,-58.01306380014139,48.3288835782265
1.0,-17.055650693720867,-2.385443921131296,-55.46216496637758,50.97739126897751,-18.10135895539592,-5.798399305944446,-59.44305943951628,46.85665187058714,-15.550250693720852,-0.8800439211313029,-53.95676496637765,52.482791268977536,-16.595958955395904,-4.2929993059444485,-57.937659439516246,48.36205187058716
2.0,-16.528812190253664,-1.9389554080394509,-55.53745690727447,50.94294534221741,-18.62738458398599,-6.243957803689731,-59.37099854041518,46.89324649769332,-15.023412190253657,-0.4335554080394574,-54.03205690727449,52.4483453422174,-17.121984583985995,-4.738557803689737,-57.865598540415135,48.398646497693335
3.0,-16.001965298430317,-1.4924969390496734,-55.61608659542671,50.91194743983844,-19.1534332394036,-6.68957392008939,-59.30229365712089,46.93326512688814,-14.496565298430315,0.0129030609503313,-54.11068659542677,52.41734743983845,-17.648033239403585,-5.184173920089384,-57.79689365712087,48.43866512688817
4.0,-15.475085354982266,-1.046054513278442,-55.69803629207975,50.884402376259615,-19.679519031255666,-7.135265386386032,-59.23696113323481,46.9767000509833,-13.969685354982248,0.4593454867215592,-54.192636292079726,52.3898023762596,-18.17411903125569,-5.629865386386045,-57.7315611332348,48.48210005098327
5.0,-14.948099224997536,-0.5995827096388757,-55.783277041090365,50.86032635915736,-20.205687941718477,-7.581086977420878,-59.17502931001606,47.02353032090595,-13.442699224997538,0.9058172903611292,-54.27787704109036,52.36572635915742,-18.700287941718464,-6.075686977420892,-57.66962931001616,48.528930320906014
6.0,-14.42077358965938,-0.1529322464528646,-55.87174460719999,50.839775619852695,-20.73209084693188,-8.027216500405626,-59.11656846182656,47.07369320022479,-12.91537358965938,1.352467753547133,-54.36634460719995,52.34517561985266,-19.226690846931938,-6.521816500405644,-57.61116846182653,48.57909320022476
7.0,-13.892177950117915,0.2944969147233163,-55.963224131553865,50.822984105604256,-21.2593333718292,-8.474367490018352,-59.06183498062014,47.12694728543361,-12.386777950117922,1.7998969147233224,-54.45782413155388,52.328384105604215,-19.753933371829216,-6.968967490018357,-57.55643498062006,48.63234728543359
8.0,-12.956122608499918,1.1511803767957118,-55.646292596923246,51.22109320694205,-27.7851794852339,-17.680863898102068,-61.79003124173546,44.66657734390227,-0.3819350158357631,8.243098212172075,-52.46871450182076,54.90457463064608,-20.69045997720904,-7.824888044775784,-57.91652179207145,48.27753519805993
9.0,-12.42961224502464,1.5971670729057574,-55.74474362477082,51.210625511896325,-28.31085930273803,-18.126333228671463,-61.76128345272413,44.74749909988718,0.1443551149092233,8.688823233464275,-52.58331744640025,54.91158800629249,-21.216335749728177,-8.270516997969601,-57.86802653224906,48.33813723544679
10.0,-11.903174258519394,2.0430530229337114,-55.84644856062896,51.203554455889964,-28.836472726041528,-18.571763162269495,-61.735913840777584,44.83177933138697,0.6705592659238917,9.134433240007224,-52.70109537963645,54.92195772048503,-21.74216193890883,-8.716130036727554,-57.82291560145186,48.4021562046872
11.0,0.1038376133670124,8.487181879939676,-53.91454448994099,53.84311120773313,-29.774691861226263,-19.42975363417276,-62.12677456975255,44.50652179993082,1.609237613367013,9.99258187993966,-52.40914448994091,55.348511207733104,-28.26929186122627,-17.924353634172743,-60.62137456975256,46.01192179993088
12.0,0.6300342620886925,8.932662178220061,-54.03863179103433,53.86016203440442,-30.300264361346034,-19.87524988774903,-62.10815549148942,44.59750367559524,2.135434262088693,10.438062178220054,-52.53323179103436,55.36556203440436,-28.794864361346,-18.36984988774903,-60.602755491489454,46.10290367559526
13.0,1.1560002245418546,9.37793021288338,-54.16582160005919,53.88052340837373,-30.825671817820925,-20.320572396790823,-62.09290503165573,44.691796740050194,2.661400224541852,10.883330212883376,-52.6604216000592,55.38592340837375,-29.320271817820977,-18.815172396790857,-60.5875050316557,46.19719674005021
14.0,1.6818321360870594,9.823045431231936,-54.29610173358989,53.90418522611041,-31.350971520688816,-20.765807963091248,-62.08102053382651,44.78939620495159,3.1872321360870632,11.32844543123194,-52.79070173358997,55.4095852261104,-29.845571520688736,-19.26040796309128,-60.57562053382651,46.294796204951616
15.0,2.2075434018538136,10.268014327790755,-54.42945307447148,53.93113185850198,-31.87616806701963,-21.21096749613734,-62.07249604977406,44.89029063848595,3.7129434018538174,11.77341432779077,-52.92405307447145,55.43653185850194,-30.37076806701953,-19.705567496137377,-60.56709604977406,46.39569063848592
16.0,2.733134097454168,10.712835099943517,-54.5658545037492,53.96134657492862,-32.40125779816524,-21.65604961845871,-62.06732479642761,44.99446641427814,4.238534097454172,12.218235099943552,-53.06045450374921,55.46674657492862,-30.89585779816528,-20.150649618458704,-60.56192479642762,46.49986641427814
17.0,3.2586010460484567,11.157503981040536,-54.705283938596594,53.9948119413136,-32.92623503890494,-22.10104988461328,-62.06549924761529,45.10190869516714,4.764001046048468,12.662903981040536,-53.199883938596535,55.50021194131367,-31.420835038904805,-20.595649884613312,-60.56009924761529,46.60730869516709
18.0,3.783940088154997,11.602016649863195,-54.84771864771154,54.03150987335967,-33.45109347101048,-22.545962873970748,-62.067011106558425,45.21260173702546,5.289340088155001,13.1074166498632,-53.34231864771154,55.53690987335956,-31.945693471010472,-21.040562873970764,-60.561611106558495,46.71800173702551
19.0,4.309146751146395,12.04636864443268,-54.99313537632136,54.07142165483632,-33.97582653222075,-22.99078281550587,-62.07185129195905,45.32652900844449,5.814546751146385,13.55176864443268,-53.4877353763213,55.57682165483629,-32.470426532220664,-21.4853828155059,-60.56645129195904,46.83192900844443
20.0,4.834216487976765,12.490555510571513,-55.141510409418174,54.11452795550115,-34.5004275583337,-23.43550381501016,-62.08000993770604,45.44367324997084,6.339616487976755,13.995955510571514,-53.636110409418166,55.61992795550109,-32.99502755833369,-21.93010381501021,-60.57460993770605,46.94907324997088
21.0,5.359144775750287,12.934572864587809,-55.29281961201325,54.16080885149471,-35.02488984307793,-23.88011995198113,-62.09147640014874,45.56401651094076,6.86454477575029,14.43997286458782,-53.78741961201328,55.66620885149467,-33.51948984307787,-22.374719951981145,-60.58607640014872,47.06941651094076
22.0,5.883927161588476,13.378416423565673,-55.44703845996428,54.21024384745313,-35.54920666731276,-24.324625327086505,-62.106239269407325,45.68754017739038,7.389327161588486,14.88381642356567,-53.941638459964246,55.71564384745315,-34.04380666731274,-22.819225327086528,-60.60083926940731,47.19294017739037
23.0,6.408559286196283,13.822082021757272,-55.60414206662941,54.26281189957812,-36.07337131518658,-24.769014088512854,-62.1242863829679,45.814224996316376,7.913959286196294,15.327482021757277,-54.09874206662936,55.76821189957824,-34.56797131518654,-23.263614088512856,-60.61888638296788,47.31962499631637
24.0,6.933036896981798,14.265565620290907,-55.76410520753667,54.318491439205545,-36.597377084049945,-25.21328044832223,-62.14560484071004,45.94405109850262,8.43843689698178,15.77096562029092,-54.25870520753663,55.82389143920557,-35.09197708404994,-23.70788044832224,-60.64020484071006,47.44945109850262
25.0,7.457355855816666,14.708863313313856,-55.92690234402212,54.37726039662411,-37.121217291029815,-25.65741869362835,-62.17018102094342,46.07699802086893,8.96275585581667,16.21426331331388,-54.421502344022045,55.8826603966242,-35.61581729102977,-24.15201869362834,-60.66478102094341,47.58239802086892
26.0,7.98151214381073,15.151971332050396,-56.09250764626099,54.43909622500389,-37.64488527762248,-26.1014231948505,-62.19800059723523,46.21304472877223,9.486912143810748,16.657371332050438,-54.587107646260975,55.944496225003824,-36.13948527762256,-24.596023194850527,-60.692600597235234,47.71844472877223
27.0,8.505501864290332,15.59488604752831,-56.2608950158787,54.50397592434874,-38.16837441299451,-26.54528841218737,-62.229048555903,46.35216963843935,10.01090186429035,17.100286047528343,-54.75549501587869,56.0093759243487,-36.66297441299453,-25.039888412187373,-60.72364855590303,47.857569638439344
28.0,9.029321244617291,16.037603972394574,-56.43203810821254,54.57187606541965,-38.69167809636527,-26.98900890091957,-62.26330921409597,46.49435063958886,10.53472124461729,17.543003972394576,-54.92663810821253,56.07727606541959,-37.186278096365314,-25.48360890091957,-60.75790921409598,47.99975063958885
29.0,9.552966637210274,16.48012176206472,-56.60591035424808,54.64277281358005,-39.21478975868698,-27.43257931588962,-62.300766238406176,46.63956511825638,11.058366637210256,17.985521762064717,-55.10051035424808,56.14817281358011,-37.70938975868701,-25.92717931588965,-60.7953662384062,48.14496511825633
30.0,10.07643451998573,16.922436215358694,-56.7824849822221,54.716641952530175,-39.73770286375224,-27.87599441536558,-62.34140266396222,46.78778997979234,11.581834519985728,18.427836215358692,-55.277084982222114,56.22204195253018,-38.232302863752174,-26.37059441536556,-60.83600266396222,48.293189979792274
